,title,description,job_level,languages,assessment_length,downloads,url,test_type
244,Administrative Professional - Short Form,the administrative professional solution is for entry to midlevel positions that involve routine clerical and administrative functions in addition to office management functions and customer service sample tasks for this job include but are not limited to arranging conference calls drafting correspondence scheduling meetings greeting visitors coordinating office activities potential job titles that use this solution are administrative assistant secretary office manager administrative aide and administrative associate,entrylevel,english usa,36,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Administrative Professional One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/administrative-professional-short-form/,a k p
245,SHL Verify Interactive - Inductive Reasoning,evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts,professional individual contributor graduate manager midprofessional,korean japanese thai portuguese brazil portuguese chinese traditional indonesian russian romanian polish greek latin american spanish english international arabic hungarian czech french canada slovak serbian turkish spanish danish estonian finnish latvian lithuanian norwegian swedish french german italian dutch chinese simplified english usa,20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet Verify Interactive - Inductive_12of15.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DA FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive NL FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive FR FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DE FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive IT FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive SV FINAL V2.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,a s
246,Shell Scripting (New),multichoice test that measures the knowledge of shell scripting to perform operations such as file manipulation program execution and printing text,midprofessional professional individual contributor,english usa,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Shell Scripting (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,k
247,Perl (New),multichoice test that measures the knowledge of perl scripting used for text manipulation web development system administration etc,midprofessional professional individual contributor,english usa,9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Perl (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/perl-new/,k
248,Verify - Working with Information,this test measures a candidates ability to process information candidates are given information in different table formats and are asked to use the information provided to answer related questions,entrylevel,greek arabic chinese simplified german french italian dutch english international english usa latin american spanish,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Verify Working with Information.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Working with Information Detailed Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,a
249,OPQ Premium Plus Report 2.0,this opq occupational personality questionnaire report contains a selection of reports including opq profile user report manager plus report candidate plus report universal competency report team impact selection report,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Premium Plus 2.0 International English.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,p
250,Data Entry Ten Key Split Screen,data entry ten key split screen assessment measures ability to enter numbers using a numeric keypad the test measures accuracy and speed,entrylevel front line manager midprofessional professional individual contributor,english usa,3,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Data_Entry_Ten_Key_Split_Screen.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/,k
251,Microsoft Dynamics Development (New),multichoice test that measures the knowledge of microsoft dynamics installation sales process service management administration configuration entity model workflows dialogs solutions crm web services and plugins,midprofessional professional individual contributor,english usa,9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft Dynamics Development (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/,k
252,Business Communications,,,english usa,35,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Business_Communications.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/business-communications/,k
253,Drupal (New),multichoice test that measures the knowledge of drupal setup content management user interface module development and security,midprofessional professional individual contributor,english usa,17,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Drupal (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/drupal-new/,k
254,Pharmaceutical Science (New),multichoice test that measures the knowledge of drug manufacture drug delivery drug action and pharmaceutical analysis techniques,graduate midprofessional professional individual contributor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Pharmaceutical Science (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,k
255,Dermatology (New),multichoice test that measures the knowledge of various diseases related to skin their symptoms the drugs used to treat them and different terminologies used in the field of dermatology,graduate midprofessional professional individual contributor,english usa,3,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Dermatology (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/dermatology-new/,k
256,Automata Selenium,a coding simulation assessment that evaluates the ability to conduct tasks related to automation testing using selenium scripts,entrylevel graduate manager midprofessional professional individual contributor,english usa,60,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Automata Selenium (1) (1).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Automata Selenium Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/automata-selenium/,s
257,Cisco AppDynamics (New),multichoice test that measures the knowledge of application analytics performance management and appdynamics essentials like controller ui custom dashboard reports and monitoring,midprofessional professional individual contributor,english usa,9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Cisco AppDynamics (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,k
258,Dojo (New),multichoice test that measures the knowledge of dojo architecture classes and libraries styles animation and dojo queries,midprofessional professional individual contributor,english usa,11,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Dojo (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/dojo-new/,k
259,Verify Interactive Ability Report,,,,,"[{'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation UKE .pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation.USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_VerifyInteractiveReport_8140055 (1).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI ARB.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI CHS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation CHS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Danish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI NED.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Estonian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI FRA.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI DEU.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report DNI ITA.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report Numerical Calculation Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Latvian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Lithuanian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Norwegian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report NC', 'url': 'https://service.shl.com/docs/10. Verify Interactive Ability Report Numerical Calculation NOR.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report DNI', 'url': 'https://service.shl.com/docs/Verify Interactive Ability Report - Swedish.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,a
260,SAP Business Objects WebI (New),multichoice test that measures the knowledge of sap interactive analysis reporting formatting and scheduling documents,midprofessional professional individual contributor,english usa,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/SAP Business Objects WebI (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,k
261,OPQ Emotional Intelligence Report,this opq occupational personality questionnaire report explores how a person manages feelings and relationships with other people it is intended for use in a development setting,director executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 French (Canada).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 Spanish (North America).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 Danish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 Portuguese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Emotional Intelligence Report Std v2.0 Portuguese (Brazil).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/,p
262,Apache Spark (New),multichoice test that measures the knowledge of apache spark principles rdd operations actions and transformations lineage graphs and lazy evaluation,midprofessional professional individual contributor,english usa,8,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Apache Spark (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/apache-spark-new/,k
263,UiPath RPA Development (New),multichoice test that measures the knowledge on uipath architecture workflows recording ui interaction automation and orchestrator,midprofessional professional individual contributor,english usa,8,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/UiPath RPA Development (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,k
264,PHP (New),multichoice test that measures the knowledge of oops programming constructs web database handling and advanced php,midprofessional professional individual contributor,english usa,8,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/PHP (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/php-new/,k
265,Count Out The Money,the count out the money us test measures a candidates money handling ability this test is designed for entrylevel positions where handling money is required on a regular basis,entrylevel,english usa english australia english canada english international english south africa,5,"[{'name': 'Product Fact Sheet (UK)', 'url': 'https://service.shl.com/docs/Fact Sheet_Count out the Money - UK.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet (US)', 'url': 'https://service.shl.com/docs/Fact Sheet_Count out the Money - US.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet (AUS)', 'url': 'https://service.shl.com/docs/Fact Sheet_Count out the Money - AUS.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,k s
266,Microsoft Excel 365 - Essentials (New),the microsoft excel 365 essentials simulation evaluates ability to perform certain operations in a simulated environment of ms excel and includes the following topics applying formulas and functions creating and analyzing data formatting cells data and content managing workbooks and worksheets presenting data visually printing and views and sharing maintaining and securing workbooks,entrylevel,english usa,30,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft Excel 365 - Essentials.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,k s
267,Multitasking Ability,the multitasking ability assessment is a measure of ones ability to adeptly work on more than one task simultaneously while maintaining efficiency and effectiveness when interrupted or switching between tasks this test is a facevalid splitscreen simulation that is designed to assess multitasking ability it captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format candidates will be required to complete problemsolving items that are presented on one side of the screen while at the same time attending to emails that are presented within an email inbox on the other side of the screen,director entrylevel executive front line manager manager midprofessional professional individual contributor,english usa,20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact_Sheet-Multitasking_Ability.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/multitasking-ability/,a k s
268,.NET MVVM (New),multichoice test that measures the knowledge of mvvm pattern scenarios data validation viewmodel communication and quickstart,midprofessional professional individual contributor,english usa,5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/.NET MVVM (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/net-mvvm-new/,k
269,Data Science (New),multichoice test that measures the conceptual knowledge on how to use machine learning to analyze data extract information draw conclusions and make statisticallydriven decisions,midprofessional professional individual contributor,english usa,14,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Data Science (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/data-science-new/,k
270,Visual Basic for Applications (New),multichoice test that measures the knowledge of vba programming constructs forms controls and vba security,midprofessional professional individual contributor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Visual Basic for Applications (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,k
271,IBM Sterling Order Management System (New),multichoice test that measures the knowledge of the basic concepts of sterling order management system installation modeling extensibility inventory reservations etc,midprofessional professional individual contributor,english usa,13,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/IBM Sterling Order Management System (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/ibm-sterling-order-management-system-new/,k
272,Managerial Scenarios Candidate Report,managerial scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available management scenarios narrative report a participant focused report that contains management scenarios profile detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management table of scores for each of the 6 style scales big picture delegative onetoone team personal recognition and company protocol detailed narrative feedback report with development tips for each of the 6 style scales management scenarios candidate report a report to share with the candidate that contains detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management table of scores for each of the 6 style scales big picture delegative onetoone team personal recognition and company protocol detailed narrative feedback report with development tips for each of the 6 style scales management scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report Romanian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report Russian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report Turkish.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-candidate-report/,b
273,Manager + 7.0 Solution,our manager 70 solution is designed for candidates applying to entrylevel leadership positions who tend to supervise salaried employees and includes shls new innovative mobilefirst ability assessment verify interactive deductive reasoning sample tasks for these jobs include but are not limited to planning projects with subordinates collaborating with senior managers on developing new methods and procedures coaching employees on performancerelated issues developing employees skills coordinating activities with other managers to accomplish organizational goals setting and meeting department goals prioritizing multiple tasks and priorities making selected strategic and daytoday decisions and solving employees and customers problems report language availability english usa,front line manager manager,english usa english international,53,"[{'name': 'Manager + 7.0 Detailed Report', 'url': 'https://service.shl.com/docs/Manager_plus_7.0 Detailed Report (1).pdf', 'language': 'Multi-language'}, {'name': 'Manager + 7.0 Development Report', 'url': 'https://service.shl.com/docs/Manager_plus_7.0 Development Report (1).pdf', 'language': 'Multi-language'}, {'name': 'Manager + 7.0 Interview Report', 'url': 'https://service.shl.com/docs/Manager_plus_7.0 Interview Report (1).pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/ManagerPlus_7.0_FactSheet(USE).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/manager-7-0-solution-3955/,a b c
274,MQ Employee Motivation Report,the mq employee motivation report is ideal for use by line managers and those concerned with employees performance and well being the employee motivation report provides an indepth and easytounderstand evaluation of what motivates and demotivates someone it also offers a comprehensive list of tips and suggestions for managing the employees strongest motivators and demotivators,director entrylevel executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Std v2.0 English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Std v2.0 English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Std v2.0 Chinese Simplified.pdf.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Czech.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ.M5 Employee Motivation Report Serbian.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mq-employee-motivation-report/,p
275,Production Engineering (New),multichoice test that measures the knowledge of production technology and analysis metal cutting tool design material science and cim,graduate midprofessional professional individual contributor,english usa,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Production Engineering (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL Production Engineering (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,k
276,Selenium (New),multichoice test that measures the knowledge of selenium ide selenium rc selenium grid web driver test design considerations user extensions frameworks and object repository,midprofessional professional individual contributor,english usa,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Selenium (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,k
277,OPQ Team Impact Individual Development Report,these reports are based on the shl team impact model which is focused on actual team processes they are supported by clear and easy to understand graphics which do not require opq training,director executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report LAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report DAN.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report NED.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report FIN.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report NOR.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report SVE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,p
278,Verify - Numerical Ability,the nextgeneration verify numerical ability test provides a replacement for the existing numerical reasoning test in our verify range of ability tests and the global cognitive index adaptive quantitative test and measures the ability to derive the numerical problem from a written problem calculate the answer to numerical equations work with numerical data in a realistic workplace context the test is 20 minutes long has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details,director entrylevel executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,arabic portuguese brazil french canada chinese simplified czech dutch finnish french german hungarian indonesian english international italian japanese korean norwegian portuguese romanian russian slovak spanish swedish turkish english usa latin american spanish polish serbian chinese traditional danish thai greek,20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify_Numerical_Ability_Fact_Sheet.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,a
